Participant_ID,Participant_Name,Delaying_Exchange_until_2026,Request_for_Information,Information_Delivery,Requests_for_Notification_of_ADT_Events,Own_Technology_URL,Own_Technology_Email,Own_Technology_Phone,Date_DSA_Terminated,Date_Operations_Ceased,Report_Date
DXF003646,Medical offices of Shashwati S. Kale,Yes,Long Health,Long Health,Long Health,NA,NA,NA,NA,NA,3/13/24
DXF000501,Medical Vision Technology,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004621,Medical Wellness Clinic,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF002306,Medicare Dental Directors,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005093,Medicare Drop,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004140,Medtox Laboratories Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004172,Medtox Laboratories Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002709,"MedZed Physician Services, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000124,"Meister Eye & Laser Center a Medical Group, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000163,Meitri Collaborative,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004685,Melissa Hurd Medical Corporation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000564,melody lynd,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000705,"Memorial HealthCare IPA, G.P.",No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF001907,Memorial Hospital Los Banos,No,Carequality,DirectTrust,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF004989,Memorial Hospital of Gardena,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001906,Memorial Medical Center,No,Carequality,DirectTrust,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF000365,"Menalam Health Services, PC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004302,MEND-Meet Each Need with Dignity,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002897,Mendocino Coast Clinics Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001422,Mendocino Community Health Clinic Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004063,Menifee Global Medical Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004064,Menifee Global Medical Center Hospital Laborartory,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004702,Menifee Lakes Post Acute,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003029,Mennonite Brethren Homes Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003114,Mennonite Brethren Homes Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003115,Mennonite Brethren Homes Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001526,Mental Fitness Clinic,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002660,Merakey,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001274,Merced Faculty Associates Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005081,"Merced Faculty Associates Medical Group, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003426,Merced Nursing & Rehabilitation Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003814,Mercy General Hospital (No CA),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003815,Mercy Hospital (So CA),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003817,Mercy Hospital of Folsom (No CA),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003816,Mercy Hospital Southwest (So CA),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003558,Mercy House,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003818,Mercy Medical Center - Merced (So CA),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003819,Mercy Medical Center - Mt Shasta (So CA),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003820,Mercy Medical Center - Redding (No CA),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003821,Mercy San Juan Medical Center (No CA),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003989,Meritage Health Plan,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002102,Meritage Medical Network,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004957,Mesa Glen Care Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003800,Methodist Hospital of Sacramento (No CA),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001508,Metro Family Physicians Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001702,MFA Atwater,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004975,MHM Healthcare,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001186,miCare LLC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001696,"Michael Aguilar, MD",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000993,"Michael Bordofsky, M.D.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004420,"Michael E. Kan, MD, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000371,"Michael K. Tran, M.D., Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002025,Michael M Salehpour MD A Professional Corporation,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF004417,Michael Santillan,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004736,"MICHAEL SHABTAI, M.D., INC.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000979,"Michael V. Stulberg, M.D.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000211,"Michelle Liske MD, INC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001312,"Mid County Physician Medical Group, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001571,MID-PENINSULA EYE PHYSICIANS & SURGEONS MEDICAL GROUP,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004054,"Mid-Peninsula Ophthalmology Medical Group, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002400,Midcoast imaging,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001844,"Millbrae Care Center, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003538,"MILLENNIUM ADULT HEALTH CARE, INC.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000273,"Millennium Health, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001695,"Millennium Medical Practice Management, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001616,"Mills Peninsula Emergency Medical Associates, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001899,Mills-Peninsula Medical Center,No,Carequality,DirectTrust,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF001262,Mills-Peninsula Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001166,Milpas Medical Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004321,MINA SEHHAT MD PC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000596,Mind Study Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000427,"Minh Q. Tran M.D, INC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004961,Miracle Mile Healthcare Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005148,Miracle Mile Pediatrics,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000123,"Miramar Eye Specialists Medical Group, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004434,"Miriam Chan, MD",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004703,Mission Care Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004704,Mission Carmichael Healthcare Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001579,Mission City Community Network,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002595,Mission Neighborhood Health Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003715,Mission Neighborhood Health Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002596,Mission Neighborhood Health Center- Excelsior Clinic,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002597,Mission Neighborhood Resource Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000808,Mission Pediatrics,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000834,Mission Pediatrics,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000076,"Mission Pediatrics, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000878,"Mission Surgical Clinic, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002855,"Mission Trails Healthcare, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005014,Mission View Health Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004596,Miyakawa Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004635,Modern Therapies for Mind & Soul Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003530,Modesto Gospel Mission,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003427,Modesto Post Acute Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003589,ModifyHealth,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001129,MoGo Urgent Care,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004401,Mohammed S Qayyum MD INC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001471,Molina Healthcare of California,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001433,Molina Healthcare of California Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001452,Mommy & Me Medical Group Inc,No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF000699,"Monarch Health Plan, Inc",No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF000595,"Monarch Healthcare, a Medical Group, Inc",No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF000605,"Monica Hannon, MD",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002131,Monica Perlman MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000544,Mono County Behavioral Heatlh,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004153,Monogram Biosciences Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004154,Monogram Biosciences Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005124,Monogram Biosciences Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003428,Monrovia Gardens Healthcare Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003393,Monrovia Memorial Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001123,Montage Health,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001126,Montage Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005346,MONTCLAIR MANOR CARE CENTER,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003429,Monte Vista Healthcare Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004756,"Montebello Care Center, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004410,Monterey County Regional Fire Protection District,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001484,"Monterey Hospitalist Medical Group, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004706,Monterey Park Convalescent,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002541,Monterey Park Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002542,Monterey Park Hospital Laboratory,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001454,Monterey Spine & Joint,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001763,Montrose Healthcare Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004626,Moorpark Comprehensive Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000106,"Moreno Valley Physicians Associates, A Medical Corp.",No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF005163,Morningside Pediatrics,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004928,Morongo Basin Community Health Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003193,Morongo Basin Community Health Center-DH,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003194,Morongo Basin Community Health Center-SR,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003192,Morongo Basin Community Health-YV,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000744,Morongo Basin Healthcare District,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002233,Mount Miguel Covenant Village,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005323,Mountain Manor Senior Residence,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003756,Mountain Valleys Health Centers,Yes,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003000,Mountain View Child Care Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003430,Mountain View Convalescent Hospital   (SA),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005198,Mountain View Healthcare Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003975,"MOUNTAIN VIEW MEDICAL CARE, INC.",Yes,Long Health,Long Health,Long Health,NA,NA,NA,NA,NA,3/13/24
DXF004708,Mountain view post acute,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001052,Mountains Community Hospital,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF005397,"Mt Rubidouxidence Opco, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004645,Mt. San Antonio Gardens,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003431,Murrieta Health and Rehabilitation Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001221,"Murrieta Primary Care Clinic, Joanna Ayala MD",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004033,My 1st Clinic,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002755,"MY Care Management,Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004197,MY CHOICE MEDICAL CENTER APC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004349,MyPlace Greater LA PACE Inc.,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF003519,Nagasamudra S Ashok MD Inc,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF000674,Najwa Shammas MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001556,"Nalu Partners, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004448,napa solano medical group inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002314,"Natasha Phan, MD",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004155,National Genetics Institute,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004156,National Genetics Institute,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003709,National Health Foundation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003833,National Healthcare and Housing Advisors,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003883,NATIONAL LABS INC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002852,"Nautilus Healthcare, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001449,Navarro Pain Control Group Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000086,NCHIIN,Yes,OTHER,OTHER,OTHER,NA,NA,NA,NA,NA,3/13/24
DXF002097,Ned H. Chambers MD Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003593,"NEELA PAREKH, MD, INC.",Yes,Long Health,Long Health,Long Health,NA,NA,NA,NA,NA,3/13/24
DXF003612,NEEMA B MALHOTRA MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000264,Neighborhood Healthcare,No,San Diego Health Connect,San Diego Health Connect,San Diego Health Connect,NA,NA,NA,NA,NA,3/13/24
DXF000636,"Neil B. Mansdorf, DPM",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001056,Nephrology Associates Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001220,"Nephrology Specialists Medical Group, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001828,NESS - Nevo Sports and Spine,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003300,Network Medical Management,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000557,Neurology Associates of Santa Barbara,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002364,nevada county behavioral health department,Yes,Carequality,Carequality,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000997,"New Age Gastroenterology, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003400,"New Ananda Medical & Urgent Care, Inc",No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF000865,New era oncology,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001921,"New Genesis Medical Associates, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001237,New Hope Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004824,"New Life Medical Group, Inc. dba Healthy New Life Medical Corporation",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005545,New Light Medical Group,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF005453,New Medical,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002946,New Sunrise Health Care Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003301,"New Vista Health Services, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003307,New Vista Nursing and Rehabilitation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003308,New Vista Post-Acute Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001438,Newark Wellness,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001572,Newark Wellness Center Clinical Laboratory,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004713,NewGen Administrative Services,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004868,Newport Beach Holdings,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002241,"Newport Cardiac & Thoracic Surgery, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002164,Newport Family Medicine,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003864,Newport Nursing and Rehabilitation Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003568,Nexus Healthcare Management INC,No,SELF,SELF,SELF,https://nexushcminc@gmail.com,Nexushcminc@gmail.com,626-926-4303,NA,NA,3/13/24
DXF000399,NEXUS PHYSICAL THERAPY - CHULA VISTA,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000394,NEXUS PHYSICAL THERAPY - EL CAJON,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000395,NEXUS PHYSICAL THERAPY - HILLCREST,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000397,NEXUS PHYSICAL THERAPY - MISSION VALLEY,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000398,NEXUS PHYSICAL THERAPY - POWAY,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
